,agent,step,test_id,avg_reward,std_reward
168,ma2c,18252,-1,17.263888888888822,31.72114745698292
169,ma2c,18360,-1,15.557407407407398,35.13753981697609
170,ma2c,18468,-1,16.398148148148216,40.29860530047219
171,ma2c,18576,-1,8.781481481481494,20.404965572807093
172,ma2c,18684,-1,8.248148148148175,18.710145205414275
173,ma2c,18792,-1,8.572222222222283,19.23499816274984
174,ma2c,18900,-1,5.097222222222121,13.738944770070997
175,ma2c,19008,-1,6.425000000000013,15.776037413795784
176,ma2c,19116,-1,7.41388888888893,18.22022918470603
177,ma2c,19224,-1,9.39166666666671,23.907581026853354
178,ma2c,19332,-1,9.337037037037101,20.020982477615977
179,ma2c,19440,-1,9.212962962962964,19.252787641315507
180,ma2c,19548,-1,14.367592592592667,27.61943367316959
181,ma2c,19656,-1,6.5148148148148515,15.775313666041871
182,ma2c,19764,-1,7.6870370370370775,18.995467746927368
183,ma2c,19872,-1,9.525925925925936,22.16162586950028
184,ma2c,19980,-1,8.699074074074074,19.690261248433305
185,ma2c,20088,-1,4.927777777777818,14.335205519418098
186,ma2c,20196,-1,7.925925925925993,20.49224953023299
187,ma2c,20304,-1,9.60277777777773,19.384790039526976
188,ma2c,20412,-1,14.787962962963016,31.417015080863912
189,ma2c,20520,-1,7.954629629629633,17.235124473109227
190,ma2c,20628,-1,11.678703703703798,21.527476202587174
191,ma2c,20736,-1,10.500000000000068,22.40617474417871
192,ma2c,20844,-1,11.200925925925866,23.938228744812303
193,ma2c,20952,-1,9.284259259259317,22.024023760417954
194,ma2c,21060,-1,12.516666666666676,23.39624653340477
195,ma2c,21168,-1,17.705555555555495,29.718724093210877
196,ma2c,21276,-1,8.049074074074134,20.19125450292587
197,ma2c,21384,-1,12.644444444444515,24.571408909594027
198,ma2c,21492,-1,10.62037037037037,19.86029800632074
199,ma2c,21600,-1,12.139814814814885,23.79945898783959
200,ma2c,21708,-1,14.221296296296327,25.295183449167357
201,ma2c,21816,-1,8.879629629629612,19.467340928483083
202,ma2c,21924,-1,12.723148148148185,26.118691357671775
203,ma2c,22032,-1,10.221296296296243,21.4500196448407
204,ma2c,22140,-1,11.113888888888933,22.564383022206567
205,ma2c,22248,-1,12.325925925925983,24.15441977181468
206,ma2c,22356,-1,11.58240740740737,22.455366547820674
207,ma2c,22464,-1,11.628703703703733,26.175225249042857
208,ma2c,22572,-1,9.317592592592602,21.046464595797868
209,ma2c,22680,-1,11.70000000000002,23.759407493547638
210,ma2c,22788,-1,9.458333333333316,22.50712695767481
211,ma2c,22896,-1,9.569444444444411,22.6639723003736
212,ma2c,23004,-1,8.507407407407383,20.77552737532573
213,ma2c,23112,-1,8.015740740740782,22.6395759760917
214,ma2c,23220,-1,9.649074074074129,20.369941977818794
215,ma2c,23328,-1,6.76296296296301,15.3910724038116
216,ma2c,23436,-1,7.712037037037084,18.171781734492562
217,ma2c,23544,-1,9.690740740740845,20.195399810981364
218,ma2c,23652,-1,6.574999999999987,18.421440432077837
219,ma2c,23760,-1,9.239814814814794,18.023122698843302
220,ma2c,23868,-1,8.003703703703751,17.746783359694206
221,ma2c,23976,-1,9.93148148148152,22.15603190233019
222,ma2c,24084,-1,11.889814814814903,24.2271004509827
223,ma2c,24192,-1,10.285185185185162,21.439755452303967
224,ma2c,24300,-1,8.045370370370401,18.735885473936293
225,ma2c,24408,-1,11.058333333333326,21.88868778108418
226,ma2c,24516,-1,9.728703703703829,22.867634620450744
227,ma2c,24624,-1,10.223148148148185,19.29156698549473
228,ma2c,24732,-1,14.212037037037135,26.762950197201636
229,ma2c,24840,-1,10.056481481481535,19.285036768842083
230,ma2c,24948,-1,10.659259259259231,21.700473783175084
231,ma2c,25056,-1,11.081481481481559,24.38499898673358
232,ma2c,25164,-1,12.329629629629666,22.944588078347792
233,ma2c,25272,-1,10.213888888888858,20.751664182856015
234,ma2c,25380,-1,9.884259259259208,24.131100886757245
235,ma2c,25488,-1,12.085185185185175,28.809212180259067
236,ma2c,25596,-1,11.215740740740785,25.466376387369316
237,ma2c,25704,-1,9.029629629629687,17.482489966202895
238,ma2c,25812,-1,12.761111111111152,22.78698797532621
239,ma2c,25920,-1,11.43796296296304,21.620350999277754
240,ma2c,26028,-1,11.816666666666674,20.72511671771638
241,ma2c,26136,-1,16.734259259259403,25.374980978051923
242,ma2c,26244,-1,10.219444444444434,19.810427755086707
243,ma2c,26352,-1,12.730555555555636,22.686529117409542
244,ma2c,26460,-1,10.129629629629612,21.75665610906256
245,ma2c,26568,-1,6.888888888888922,17.985834618209434
246,ma2c,26676,-1,6.94629629629632,15.540028516144385
247,ma2c,26784,-1,8.505555555555524,20.862489967746395
248,ma2c,26892,-1,5.00925925925931,13.043201273127137
249,ma2c,27000,-1,9.78240740740739,20.044043304238
250,ma2c,27108,-1,11.794444444444572,21.436766760307147
251,ma2c,27216,-1,7.277777777777778,17.595066297820345
252,ma2c,27324,-1,8.10833333333329,18.782537817128244
253,ma2c,27432,-1,8.033333333333337,18.56940933263531
254,ma2c,27540,-1,9.38333333333333,19.271344587812823
255,ma2c,27648,-1,9.245370370370404,20.650241610366994
256,ma2c,27756,-1,10.187037037037161,21.609489053348373
257,ma2c,27864,-1,8.547222222222242,16.692926303684754
258,ma2c,27972,-1,8.090740740740818,16.245002291514357
259,ma2c,28080,-1,10.280555555555516,24.012217022966112
260,ma2c,28188,-1,9.981481481481515,20.51552324708078
261,ma2c,28296,-1,7.200925925925933,14.92567695201787
262,ma2c,28404,-1,7.854629629629606,18.73475866591926
263,ma2c,28512,-1,7.0074074074074515,17.52369667422708
264,ma2c,28620,-1,7.674074074074067,18.053235938367575
265,ma2c,28728,-1,7.851851851851818,19.692927295339654
266,ma2c,28836,-1,8.275925925925954,16.24296925037387
267,ma2c,28944,-1,8.929629629629643,19.944776812114334
268,ma2c,29052,-1,7.66388888888893,17.341245300734663
269,ma2c,29160,-1,10.774074074074095,22.582430774790854
270,ma2c,29268,-1,8.01203703703703,17.309870431895284
271,ma2c,29376,-1,9.777777777777779,22.938812868203843
272,ma2c,29484,-1,7.482407407407478,17.55988604484941
273,ma2c,29592,-1,8.848148148148201,20.368200894574926
274,ma2c,29700,-1,7.604629629629657,16.491722863636138
275,ma2c,29808,-1,6.867592592592599,15.355894203757197
276,ma2c,29916,-1,8.65370370370379,20.404562969745054
277,ma2c,30024,-1,5.757407407407401,15.8585074942483
278,ma2c,30132,-1,8.50833333333338,17.22697134341008
279,ma2c,30240,-1,6.872222222222246,15.770253487554712
280,ma2c,30348,-1,9.87037037037037,21.896115245079077
281,ma2c,30456,-1,9.352777777777831,17.807876213825182
282,ma2c,30564,-1,8.287962962963016,19.14413998722551
283,ma2c,30672,-1,6.121296296296333,13.862753527227419
284,ma2c,30780,-1,7.761111111111135,18.82351677956644
285,ma2c,30888,-1,6.701851851851878,14.97700695437468
286,ma2c,30996,-1,5.617592592592616,14.73218842147606
287,ma2c,31104,-1,4.923148148148122,13.081182459304328
288,ma2c,31212,-1,7.399074074074094,17.505271668263227
289,ma2c,31320,-1,10.053703703703714,20.164992703371528
290,ma2c,31428,-1,7.209259259259212,16.983753331613173
291,ma2c,31536,-1,6.81759259259262,16.992410226789623
292,ma2c,31644,-1,5.062962962962956,15.585098489408303
293,ma2c,31752,-1,8.61666666666662,20.271885749773148
294,ma2c,31860,-1,6.968518518518505,16.13780727766753
295,ma2c,31968,-1,7.7333333333333405,18.158729152791715
296,ma2c,32076,-1,4.987037037037057,13.127664403934785
297,ma2c,32184,-1,6.8296296296297,19.749792588030857
298,ma2c,32292,-1,8.07685185185188,19.393759049992497
299,ma2c,32400,-1,8.447222222222232,18.925519016971055
300,ma2c,32508,-1,6.674999999999996,17.504613809782633
301,ma2c,32616,-1,8.377777777777787,16.698831924848
302,ma2c,32724,-1,7.364814814814794,16.726798828221153
303,ma2c,32832,-1,7.67962962962966,18.428418871000638
304,ma2c,32940,-1,5.211111111111104,13.40550835742489
305,ma2c,33048,-1,7.6925925925926535,18.64186201012106
306,ma2c,33156,-1,7.633333333333364,16.16343610333732
307,ma2c,33264,-1,8.812962962962972,19.558777003880355
308,ma2c,33372,-1,8.564814814814865,18.213930946428516
309,ma2c,33480,-1,5.812037037036993,13.44362521098544
310,ma2c,33588,-1,6.749999999999983,15.290940794155688
311,ma2c,33696,-1,7.030555555555566,18.12603232479488
312,ma2c,33804,-1,8.608333333333407,21.085386922384778
313,ma2c,33912,-1,5.819444444444478,15.04332298257371
314,ma2c,34020,-1,7.787037037037054,18.204985543203858
315,ma2c,34128,-1,7.948148148148162,15.222896263350128
316,ma2c,34236,-1,6.020370370370427,14.597727875326717
317,ma2c,34344,-1,7.910185185185229,17.557624384858716
318,ma2c,34452,-1,6.93055555555564,14.534884335773798
319,ma2c,34560,-1,9.77222222222232,19.384753618230825
320,ma2c,34668,-1,6.52500000000004,14.81444568405886
321,ma2c,34776,-1,6.4574074074074375,16.402665793410492
322,ma2c,34884,-1,10.73888888888895,20.654807678768595
323,ma2c,34992,-1,13.414814814814909,25.05582956790859
324,ma2c,35100,-1,9.654629629629687,22.38590158286347
325,ma2c,35208,-1,10.401851851851848,23.168684890032193
326,ma2c,35316,-1,10.846296296296309,20.65710094896952
327,ma2c,35424,-1,6.927777777777801,16.7655336116676
328,ma2c,35532,-1,8.969444444444434,18.47607791840348
329,ma2c,35640,-1,8.348148148148118,16.823206422927395
330,ma2c,35748,-1,7.659259259259266,18.25817440996327
331,ma2c,35856,-1,9.789814814814841,19.60785906219113
332,ma2c,35964,-1,10.484259259259252,22.393629889691564
333,ma2c,36072,-1,6.72407407407403,16.84646281353592
334,ma2c,36180,-1,10.42222222222226,22.42959905081337
335,ma2c,36288,-1,8.911111111111108,16.478630007181422
336,ma2c,36396,-1,8.56296296296299,19.189337281285397
337,ma2c,36504,-1,9.576851851851828,21.083237182396026
338,ma2c,36612,-1,9.404629629629653,19.793762505448246
339,ma2c,36720,-1,8.231481481481499,20.0399307316951
340,ma2c,36828,-1,10.025925925925987,21.08244122122422
341,ma2c,36936,-1,8.56574074074081,19.137814816033547
342,ma2c,37044,-1,9.955555555555579,22.285613750734292
343,ma2c,37152,-1,12.596296296296327,25.110381968000386
344,ma2c,37260,-1,5.3638888888889324,13.68931360948268
345,ma2c,37368,-1,6.087962962963013,16.217986800169832
346,ma2c,37476,-1,6.452777777777791,16.970658002113343
347,ma2c,37584,-1,7.220370370370364,15.892234064678632
348,ma2c,37692,-1,5.358333333333373,15.036173204297475
349,ma2c,37800,-1,8.131481481481556,17.6134978131156
350,ma2c,37908,-1,7.0101851851852395,18.03680362899413
351,ma2c,38016,-1,4.199074074074158,11.87341798717711
352,ma2c,38124,-1,8.770370370370394,18.70263528301546
353,ma2c,38232,-1,3.9953703703703702,9.930213755664797
354,ma2c,38340,-1,9.636111111111033,20.38954188327624
355,ma2c,38448,-1,8.98981481481493,19.010815341949808
356,ma2c,38556,-1,8.864814814814846,20.030963599974122
357,ma2c,38664,-1,9.817592592592568,20.118743926183647
358,ma2c,38772,-1,8.294444444444455,18.683602601555325
359,ma2c,38880,-1,9.528703703703725,19.86435506185198
360,ma2c,38988,-1,6.171296296296313,13.780118870945769
361,ma2c,39096,-1,10.609259259259286,21.072918099520226
362,ma2c,39204,-1,10.10740740740736,18.763660227426715
363,ma2c,39312,-1,7.619444444444458,16.98863704304292
364,ma2c,39420,-1,6.2814814814815625,15.029687585453296
365,ma2c,39528,-1,15.247222222222263,28.157560850057624
366,ma2c,39636,-1,6.836111111111172,15.64322394031737
367,ma2c,39744,-1,7.17407407407405,16.67323409701226
368,ma2c,39852,-1,8.101851851851936,18.899211141098824
369,ma2c,39960,-1,8.629629629629747,17.39154892287945
370,ma2c,40068,-1,7.008333333333364,19.03704052727318
371,ma2c,40176,-1,8.321296296296438,18.78322759965296
372,ma2c,40284,-1,12.033333333333319,22.07683132792123
373,ma2c,40392,-1,7.914814814814893,16.92035709507837
374,ma2c,40500,-1,6.597222222222222,16.570245859356096
375,ma2c,40608,-1,7.616666666666653,17.654484793766546
376,ma2c,40716,-1,11.774074074074043,22.377143474281652
377,ma2c,40824,-1,14.09351851851859,25.65627232943733
378,ma2c,40932,-1,9.031481481481512,18.803982281874962
379,ma2c,41040,-1,11.300925925925876,21.06176320997447
380,ma2c,41148,-1,12.675925925925977,25.41203371389242
381,ma2c,41256,-1,12.747222222222296,24.52938698005499
382,ma2c,41364,-1,9.497222222222229,18.75004917689035
383,ma2c,41472,-1,10.109259259259236,21.164162306077092
384,ma2c,41580,-1,8.075925925925933,16.18414788183748
385,ma2c,41688,-1,6.939814814814849,15.81588477059763
386,ma2c,41796,-1,8.003703703703751,19.06396603798383
387,ma2c,41904,-1,7.97685185185192,16.239045347337164
388,ma2c,42012,-1,13.131481481481522,26.14826192137681
389,ma2c,42120,-1,13.03611111111104,25.562347376464952
390,ma2c,42228,-1,10.287962962963034,23.41111922266627
391,ma2c,42336,-1,9.419444444444556,21.07393711714291
392,ma2c,42444,-1,7.4388888888888856,18.201652516213688
393,ma2c,42552,-1,8.481481481481481,18.293806623231145
394,ma2c,42660,-1,14.330555555555511,25.73407259420766
395,ma2c,42768,-1,9.712037037037033,21.653721421641087
396,ma2c,42876,-1,6.261111111111152,17.883076177779017
397,ma2c,42984,-1,9.305555555555573,19.504989073707126
398,ma2c,43092,-1,12.5685185185186,21.095745789087616
399,ma2c,43200,-1,11.107407407407479,22.93039671001079
400,ma2c,43308,-1,15.627777777777839,34.90589951552124
401,ma2c,43416,-1,7.391666666666727,15.668481721100102
402,ma2c,43524,-1,10.492592592592617,19.351053678382772
403,ma2c,43632,-1,12.019444444444515,23.911636940469947
404,ma2c,43740,-1,9.70185185185188,20.35105321453952
405,ma2c,43848,-1,13.2805555555556,25.43100855230992
406,ma2c,43956,-1,13.686111111111064,22.349858970196184
407,ma2c,44064,-1,9.580555555555563,19.493662115013766
408,ma2c,44172,-1,7.093518518518471,17.620696339017897
409,ma2c,44280,-1,8.067592592592602,18.833937201251523
410,ma2c,44388,-1,9.599074074074165,18.239839867770993
411,ma2c,44496,-1,9.598148148148168,21.1902623578112
412,ma2c,44604,-1,8.837962962963047,19.19335686383009
413,ma2c,44712,-1,8.597222222222205,21.687982925921478
414,ma2c,44820,-1,6.605555555555485,17.083443540746618
415,ma2c,44928,-1,11.7425925925926,22.778519786167745
416,ma2c,45036,-1,13.889814814814885,26.620692799979825
417,ma2c,45144,-1,11.205555555555664,21.690289828389016
418,ma2c,45252,-1,8.16666666666665,16.87320909564
419,ma2c,45360,-1,9.088888888888926,18.825570343695702
420,ma2c,45468,-1,8.0,16.20497751606885
421,ma2c,45576,-1,7.930555555555572,16.430028168487336
422,ma2c,45684,-1,12.028703703703757,26.928977408092372
423,ma2c,45792,-1,11.134259259259276,22.525401965571355
424,ma2c,45900,-1,8.421296296296246,15.91257975992315
425,ma2c,46008,-1,9.679629629629643,21.136657464029618
426,ma2c,46116,-1,8.283333333333337,17.790402635295568
427,ma2c,46224,-1,11.940740740740777,22.11466346549397
428,ma2c,46332,-1,14.587037037037,26.246220513073123
429,ma2c,46440,-1,11.755555555555626,23.223042250274407
430,ma2c,46548,-1,11.590740740740683,22.177572659805122
431,ma2c,46656,-1,14.455555555555597,24.806358702936905
432,ma2c,46764,-1,11.550925925925926,24.010705541989893
433,ma2c,46872,-1,12.314814814814849,22.586565225138045
434,ma2c,46980,-1,9.967592592592576,20.62563053448627
435,ma2c,47088,-1,12.36388888888895,21.90280490380906
436,ma2c,47196,-1,7.4175925925925625,17.876478590510644
437,ma2c,47304,-1,10.24166666666672,26.531606326403786
438,ma2c,47412,-1,7.0861111111110535,17.008175911587532
439,ma2c,47520,-1,8.739814814814794,16.73052178579518
440,ma2c,47628,-1,7.743518518518512,15.352791235835323
441,ma2c,47736,-1,10.168518518518542,23.679236287062814
442,ma2c,47844,-1,6.48796296296302,16.32771852240191
443,ma2c,47952,-1,8.313888888888918,17.459617207278463
444,ma2c,48060,-1,10.996296296296316,22.91008562444979
445,ma2c,48168,-1,6.623148148148158,15.561732542323064
446,ma2c,48276,-1,7.063888888888869,17.710226478325456
447,ma2c,48384,-1,6.965740740740801,15.939736986288327
448,ma2c,48492,-1,8.035185185185245,18.575069487008466
449,ma2c,48600,-1,8.173148148148154,18.36966403492004
450,ma2c,48708,-1,9.414814814814791,21.757807516582847
451,ma2c,48816,-1,14.547222222222175,28.95713453420574
452,ma2c,48924,-1,8.153703703703707,19.753426453477804
453,ma2c,49032,-1,12.356481481481515,21.959758115901934
454,ma2c,49140,-1,9.387037037037064,18.23960938397844
455,ma2c,49248,-1,10.43333333333331,20.31924830922287
456,ma2c,49356,-1,8.769444444444481,21.096337484191736
457,ma2c,49464,-1,7.3296296296296495,18.113179462292095
458,ma2c,49572,-1,5.187962962962973,15.922908709667698
459,ma2c,49680,-1,8.737037037037108,19.83610901488713
460,ma2c,49788,-1,7.856481481481516,17.22869738389863
461,ma2c,49896,-1,11.42129629629633,23.87137232833793
462,ma2c,50004,-1,7.2379629629629525,16.106438312356406
463,ma2c,50112,-1,8.147222222222286,19.034293896433592
464,ma2c,50220,-1,6.297222222222209,14.738651995834658
465,ma2c,50328,-1,8.02037037037036,18.11188866391198
466,ma2c,50436,-1,9.867592592592583,23.7979684345492
467,ma2c,50544,-1,13.577777777777825,25.428881703515064
468,ma2c,50652,-1,10.636111111111202,21.577588074174884
469,ma2c,50760,-1,7.350925925925973,17.590535625361472
470,ma2c,50868,-1,7.663888888888879,16.71640610372621
471,ma2c,50976,-1,7.631481481481488,17.541008291409284
472,ma2c,51084,-1,9.219444444444536,19.217085657634073
473,ma2c,51192,-1,10.005555555555524,19.67799971642218
474,ma2c,51300,-1,9.301851851851906,18.87684737823082
475,ma2c,51408,-1,5.807407407407414,13.369296663567047
476,ma2c,51516,-1,8.604629629629589,17.68666260553655
477,ma2c,51624,-1,10.435185185185203,21.269402100351854
478,ma2c,51732,-1,7.945370370370357,17.09009017735821
479,ma2c,51840,-1,8.45925925925928,19.33701611014215
480,ma2c,51948,-1,5.606481481481482,13.927851614049944
